country,creators,duration,episodes,genre,language,original_title,popularity,rating,seasons,stars,synopsis,title,year
India,Arunabh Kumar,40,10,"Comedy,Drama,Back to top","Hindi,English",,"2,814",9.1,2,"Naveen Kasturia,Arunabh Kumar,Abhay Mahajan,Gopal Datt,Pranav Bhasin,Jasmeet Singh Bhatia,Jitendra Kumar,Shreya Singh,Ronjini Chakraborty,Vidushi Kaul,Saad Bilgrami,Ketaki Narayan,Luv Vispute,Madan Deodhar,Durin Das,Ridhi Dogra,Akanksha Thakur,Maanvi Gagroo",A story of trials and tribulations of four young entrepreneurs who quit their day jobs in order to pursue their start up venture.,TVF Pitchers,2015–2022
United States,Rob McElhenney,22,172,"Comedy,Back to top",English,,87,8.8,18,"Charlie Day,Glenn Howerton,Rob McElhenney,Kaitlin Olson,Danny DeVito,Mary Elizabeth Ellis,David Hornsby,Artemis Pebdani,Lynne Marie Stewart,Sandy Martin,David Zdunich,Lance Barber,Andrew Friedman,Gregory Scott Cummins,Jimmi Simpson,Nate Mooney,Michael Naughton,Catherine Reitman",Five friends with big egos and small brains are the proprietors of an Irish pub in Philadelphia.,It's Always Sunny in Philadelphia,2005– 
Turkey,,30,44,"Comedy,Back to top",Turkish,Original title: Gibi,418,9.0,5,"Feyyaz Yigit,Kivanç Kilinç,Ahmet Kürsat Öçalan,Ezgi Ay,Ümran Sakir,Celal Öztürk,Can Sertaç Adalier,Burcu Oktav,Özer Arslan,Süleyman Kabaali,Eray Sel,Ozan Elatunterin,Arda Berç Dalici,Burak Gunes,Kerem Akti,Ferda Isil,Rasim Can Günes,Mustafa Erkan",Yilmaz and Ilkkan are two friends who are constantly fighting each other. Their greatest feature is always being able to do something that will turn their ordinary lives upside down.,As If,2021– 
United States,Jesse Armstrong,0,39,"Comedy,Drama,Back to top",English,,61,8.8,4,"Nicholas Braun,Brian Cox,Kieran Culkin,Peter Friedman,Matthew Macfadyen,Alan Ruck,Sarah Snook,Jeremy Strong,J. Smith-Cameron,Scott Nicholson,Dagmara Dominczyk,Justine Lupe,David Rasche,Hiam Abbass,Arian Moayed,Juliana Canfield,Fisher Stevens,Rob Yang","The Roy family is known for controlling the biggest media and entertainment company in the world. However, their world changes when their father steps down from the company.",Succession,2018–2023
United Kingdom,,6,7,"Documentary,Back to top",English,,,8.9,1 Season,"David Attenborough,Simon Blakeney,Bill Rudolph,Justine Evans,Hugh Pearson,Martyn Colbeck,Mark Deeble,Paul Brehem,Mike Fox,E.O. Wilson,Mark MacEwen,Matthew Wright,Warwick Sloss,Matthew Mutinda,James Aldred,Katrina Bartlam,Justin Maguire,Kahindi Changawa","Africa, the world's wildest continent. David Attenborough takes us on an awe-inspiring journey through one of the most diverse places in the world. We visit deserts, savannas, and jungles and meet up with some of Africa's amazing wildlife.",Africa,2013
United States,David Crane,0,234,"Comedy,Romance,Back to top","English,Spanish,Italian,French,Dutch,Hebrew",,66,8.9,10,"Jennifer Aniston,Courteney Cox,Lisa Kudrow,Matt LeBlanc,Matthew Perry,David Schwimmer,James Michael Tyler,Elliott Gould,Christina Pickles,Maggie Wheeler,Paul Rudd,Jane Sibbett,Helen Baxendale,Jessica Hecht,June Gable,Tom Selleck,Giovanni Ribisi,Aisha Tyler",Follows the personal and professional lives of six twenty to thirty year-old friends living in the Manhattan borough of New York City.,Friends,1994–2004
United States,Ava DuVernay,56,4,"Biography,Crime,Drama,Back to top","Spanish,English",,"1,213",8.8,1 Season,"Asante Blackk,Caleel Harris,Ethan Herisse,Marquis Rodriguez,Marsha Stephanie Blake,Kylie Bunbury,John Leguizamo,Niecy Nash,Suzzanne Douglas,Michael Kenneth Williams,Jharrel Jerome,Aunjanue Ellis-Taylor,Felicity Huffman,Len Cariou,William Sadler,Adepero Oduye,Alexandra Templer,Denia Brache",Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.,When They See Us,2019
United States,,30,346,"Comedy,News,Talk-Show,Back to top",English,,898,8.9,11,"John Oliver,David Kaye,Ryan Barger,Noel MacNeal,Alberto Bonilla,H. Jon Benjamin,Susan Evans,Rachel Dratch,James Wojtal,Michael Torpey,Gilbert Gottfried,Kyle Ploof,Paul McGinnis,George Clooney,Nick Offerman,Moujan Zolfaghari,Connor Ratliff,Alex Webb",Former Daily Show host and correspondent John Oliver brings his persona to this weekly news satire program.,Last Week Tonight with John Oliver,2014– 
United Kingdom,,47,161,"Comedy,Game-Show,Back to top",English,,662,9.0,17,"Greg Davies,Alex Horne,Kerry Godliman,Ed Gamble,Sarah Kendall,Sophie Duker,Richard Herring,Lou Sanders,Alan Davies,Liza Tarbuck,Dara O Briain,Morgana Robinson,Kiell Smith-Bynoe,James Acaster,Mae Martin,Asim Chaudhry,Sian Gibson,David Baddiel","Five comedians are set tasks challenging their creativity and wit. The tasks are supervised by Alex Horne but the Taskmaster, Greg Davies, always has the final word.",Taskmaster,2015– 
United States,Nathan Fielder,30,32,"Documentary,Comedy,Back to top",English,,"1,228",8.9,4,"Nathan Fielder,Anthony Filosa,Salomon Flores,William Heath,Brian S. Wolfe,Simon Kellog,James Bailey,Tony Napoli,Sue Stanford,Cornelius Ladd,Kyle Heitz,Billy Smalling,Marcos Mateo Ochoa,Andy Farshidian,Jason Stone,Corey Calderwood,H. Jon Benjamin,Jennifer Anderton","Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for.",Nathan for You,2013–2017
United States,Noah Hawley,53,51,"Crime,Drama,Thriller,Back to top","English,German,Korean,Spanish,American Sign Language,French,Ukrainian,Hebrew,Russian",,29,8.9,5,"Billy Bob Thornton,Martin Freeman,Allison Tolman,Colin Hanks,Jason Schwartzman,Russell Harvard,Bokeem Woodbine,Brad Mann,Kirsten Dunst,Ewan McGregor,Chris Rock,Juno Temple,Patrick Wilson,Carrie Coon,Jessie Buckley,Jennifer Jason Leigh,Jesse Plemons,Mary Elizabeth Winstead","Various chronicles of deception, intrigue, and murder in and around frozen Minnesota. All of these tales mysteriously lead back one way or another to Fargo, North Dakota.",Fargo,2014–2024
Japan,Sunrise,0,26,"Animation,Action,Adventure,Back to top","Japanese,English",Original title: Kaubôi bibappu: Cowboy Bebop,594,8.9,1 Season,"Kôichi Yamadera,Unshô Ishizuka,Megumi Hayashibara,Steve Blum,Beau Billingslea,Kevin Seymour,Wendee Lee,Isshin Chiba,Melissa Fahn,Aoi Tada,Hiroshi Naka,Tsutomu Tareki,Miki Nagasawa,Toshihiko Nakajima,Jin Hirao,Skip Stellrecht,Kazuhiro Nakata,Shinpachi Tsuji",The futuristic misadventures and tragedies of an easygoing bounty hunter and his partners.,Cowboy Bebop,1998–1999
France,,12,6,"Documentary,History,War,Back to top",French,Original title: Apocalypse: La 2ème guerre mondiale,,9.0,1 Season,"Mathieu Kassovitz,Martin Sheen,Rudolf Hess","This six-part series traces the Second World War, from the rise of the Nazis to the surrender of the Japanese, with detailed portraits of key figures.",Apocalypse: The Second World War,2009
Turkey,,1,22,"Crime,Drama,Mystery,Back to top",Turkish,Original title: Sahsiyet,966,9.0,2,"Haluk Bilginer,Sebnem Bozoklu,Recep Usta,Cansu Dere,Necip Memili,Metin Akdülger,Hüseyin Avni Danyal,Senay Gürler,Ayhan Kavas,Önder Selen,Ibrahim Selim,Firat Topkorur,Rabia Soytürk,Alptekin Ertürk,Müjde Ar,Erdal Özyagcilar,Ilker Aksum,Aysen Inci",A man diagnosed with Alzheimer's decides to punish criminals.,Persona,2018– 
United States,Alex Hirsch,23,41,"Animation,Adventure,Comedy,Back to top",English,,494,8.9,2,"Jason Ritter,Alex Hirsch,Kristen Schaal,Linda Cardellini,Kevin Michael Richardson,Matt Chapman,Kari Wahlgren,John DiMaggio,Keith Ferguson,Jennifer Coolidge,Gregg Turkington,Carl Faruolo,Niki Yang,Will Forte,Dee Bradley Baker,T.J. Miller,Grey Griffin,Thurop Van Orman","Twin siblings Dipper and Mabel Pines spend the summer at their great-uncle's tourist trap in the enigmatic Gravity Falls, Oregon.",Gravity Falls,2012–2016
United States,Nic Pizzolatto,55,31,"Crime,Drama,Mystery,Back to top",English,,6,8.9,5,"Vince Vaughn,Colin Farrell,Rachel McAdams,Taylor Kitsch,Matthew McConaughey,Mahershala Ali,Woody Harrelson,Carmen Ejogo,Michelle Monaghan,Stephen Dorff,Michael Potts,Kelly Reilly,Scoot McNairy,Tory Kittles,Ray Fisher,Chris Kerson,Ritchie Coster,Sarah Gadon","Anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law.",True Detective,2014– 
Poland,,32,10,"Drama,Back to top",Polish,Original title: Dekalog,"1,931",8.9,1 Season,"Artur Barcis,Olgierd Lukaszewicz,Olaf Lubaszenko,Aleksander Bardini,Krystyna Janda,Piotr Machalica,Jan Tesarz,Stanislaw Gawlik,Krzysztof Kumor,Katarzyna Piwowarczyk,Maciej Szary,Henryk Baranowski,Daniel Olbrychski,Jerzy Stuhr,Grazyna Szapolowska,Miroslaw Baka,Ewa Blaszczyk,Anna Polony","Ten television drama films, each one based on one of the Ten Commandments.",The Decalogue,1989–1990
United States,,20,9,"Documentary,History,War,Back to top",English,,"2,880",9.0,1 Season,"David McCullough,Sam Waterston,Julie Harris,Jason Robards,Morgan Freeman,Paul Roebling,Garrison Keillor,George Black,Arthur Miller,Christopher Murney,Charles McDowell,Horton Foote,George Plimpton,Philip Bosco,Terry Courier,Jody Powell,Studs Terkel,Jeremy Irons",A comprehensive survey of the American Civil War.,The Civil War,1990
Japan,,24,37,"Animation,Crime,Drama,Back to top","English,Japanese",Original title: Death Note: Desu nôto,515,8.9,1 Season,"Mamoru Miyano,Brad Swaile,Vincent Tong,Ryô Naitô,Trevor Devall,Brian Drummond,Naoya Uchida,Chris Britton,Keiji Fujiwara,Kappei Yamaguchi,Aya Hirano,Shannon Chan-Kent,Alessandro Juliani,Shidô Nakamura,John Murphy,Kazuya Nakai,Kiyoshi Kobayashi,French Tickner",An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.,Death Note,2006–2007
United Kingdom,John Sullivan,35,64,"Comedy,Back to top",English,Original title: Only Fools and Horses....,854,9.0,9,"David Jason,Nicholas Lyndhurst,Roger Lloyd Pack,Buster Merryfield,John Challis,Kenneth MacDonald,Lennard Pearce,Gwyneth Strong,Sue Holderness,Patrick Murray,Tessa Peake-Jones,Paul Barber,Roy Heather,Denis Lill,Nula Conwell,Steven Woodcock,Julie La Rousse,Michele Winstanley",Comedy that follows two brothers from London's rough Peckham estate as they wheel and deal through a number of dodgy deals and search for the big score that'll make them millionaires.,Only Fools and Horses,1981–2003
United States,Larry David,22,173,"Comedy,Back to top",English,,110,8.9,9,"Jerry Seinfeld,Julia Louis-Dreyfus,Michael Richards,Jason Alexander,Ruth Cohen,Wayne Knight,Norman Brenner,Heidi Swedberg,Estelle Harris,Jerry Stiller,Liz Sheridan,John O'Hurley,Barney Martin,Len Lesser,Deck McKenzie,Richard Herd,Peggy Lane,Richard Fancy",The continuing misadventures of neurotic New York City stand-up comedian Jerry Seinfeld and his equally neurotic New York City friends.,Seinfeld,1989–1998
United Kingdom,,45,18,"Documentary,Comedy,Reality-TV,Back to top",English,,824,9.0,4,"Jeremy Clarkson,Kaleb Cooper,Charlie Ireland,Lisa Hogan,Gerald Cooper,Dilwyn Evans,Alan Townsend,Kevin Harrison,Ellen Helliwell,Tim Coles,Kieron Cooper,Paddy Bourns,Georgia Craig,Katy Coles,Emma Ledbury,Steph Bourns,Viktor Zaichenko,Simon Strong",Follow Jeremy Clarkson as he attempts to run a farm in the countryside.,Clarkson's Farm,2021– 
United Kingdom,,0,3,"Documentary,Biography,Music,Back to top",English,,"2,428",9.0,1 Season,,"In January 1969, The Beatles set out to write and record new songs for their first live show in more than two years, culminating in an impromptu concert atop their Savile Row studio.",The Beatles: Get Back,2021
Japan,Yoshihiro Togashi,24,148,"Animation,Action,Adventure,Back to top","Japanese,English",,432,9.0,1 Season,"Issei Futamata,Megumi Han,Cristina Valenzuela,Mariya Ise,Michael McConnohie,Erica Mendez,Erika Harlacher,Miyuki Sawashiro,Daisuke Namikawa,Matthew Mercer,Keiji Fujiwara,Keith Silverstein,Wataru Takagi,Tony Oliver,Bill Rogers,Ray Chase,Ben Diskin,Kyle Hebert","Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks out his father, who left him when he was younger.",Hunter x Hunter,2011–2014
United Kingdom,,50,8,"Documentary,Back to top",English,,,9.0,1 Season,"John Hurt,Roger Munns",A cinematic experience bringing you the most amazing human stories in the world. Humans and wildlife surviving in the most extreme environments on Earth,Human Planet,2011
United Kingdom,,0,10,"Documentary,Back to top","English,Russian",,,9.0,1 Season,"David Attenborough,Alec Baldwin,Chadden Hunter,Michael Kelem,Ted Giffords,Gavin Thurston,Doug Anderson,Mark Linfield,Jamie McPherson,Jeff Turner,Vanessa Berlowitz,Jeff Wilson,Niobe Thompson,Doug Allan,Hugh Miller,Miles Barton,Mark Smith,Alun Hubbard",Focuses on life and the environment in both the Arctic and Antarctic.,Frozen Planet,2011–2012
United States,Vince Gilligan,0,63,"Crime,Drama,Back to top","English,Spanish,Vietnamese",,69,9.0,6,"Bob Odenkirk,Rhea Seehorn,Jonathan Banks,Patrick Fabian,Michael Mando,Giancarlo Esposito,Michael McKean,Tony Dalton,Mark Margolis,Kerry Condon,Ray Campbell,Jeremiah Bitsui,Cara Pifko,Dennis Boutsikaris,Ed Begley Jr.,Josh Fadem,Tina Parker,Julian Bonfiglio",The trials and tribulations of criminal lawyer Jimmy McGill in the years leading up to his fateful run-in with Walter White and Jesse Pinkman.,Better Call Saul,2015–2022
United States,,41,10,"Animation,Action,Adventure,Back to top",English,Original title: Arcane: League of Legends,298,9.0,2,"Hailee Steinfeld,Kevin Alejandro,Jason Spisak,Terri Douglas,Remy Hii,Harry Lloyd,Toks Olagundoye,Robin Atkin Downes,Arthur Ortiz,JB Blanc,Dave B. Mitchell,Amirah Vann,Katie Leung,Ella Purnell,Elsa Davoine,Mia Sinclair Jenness,Josh Keaton,Mick Wingert","Set in Utopian Piltover and the oppressed underground of Zaun, the story follows the origins of two iconic League Of Legends champions and the power that will tear them apart.",Arcane,2021– 
United States,Joss Whedon,0,14,"Adventure,Drama,Sci-Fi,Back to top","English,Mandarin,Cantonese",,307,9.0,1 Season,"Nathan Fillion,Gina Torres,Alan Tudyk,Morena Baccarin,Adam Baldwin,Jewel Staite,Sean Maher,Summer Glau,Ron Glass,Christina Hendricks,Mark Sheppard,Michael Fairman,Jeff Ricketts,Dennis Cockrum,Zac Efron,Doug Savant,Gregory Itzin,Isabella Hofmann","Five hundred years in the future, a renegade crew aboard a small spacecraft tries to survive as they travel the unknown parts of the galaxy and evade warring factions as well as authority agents out to get them.",Firefly,2002–2003
United Kingdom,,29,8,"Documentary,Back to top",English,,,9.0,1 Season,"David Attenborough,Pierce Brosnan,Peter Scoones","Mammoth series, five years in the making, taking a look at the rich tapestry of life in the world's oceans.",The Blue Planet,2001
United States,Greg Daniels,22,188,"Comedy,Back to top","English,Spanish,German,French",,46,9.0,9,"Steve Carell,Jenna Fischer,John Krasinski,Rainn Wilson,Leslie David Baker,Brian Baumgartner,Angela Kinsey,Kate Flannery,Phyllis Smith,Creed Bratton,Oscar Nuñez,B.J. Novak,Mindy Kaling,Ed Helms,Paul Lieberstein,Craig Robinson,Ellie Kemper,Zach Woods","A mockumentary on a group of typical office workers, where the workday consists of ego clashes, inappropriate behavior, and tedium.",The Office,2005–2013
Japan,,24,98,"Animation,Action,Adventure,Back to top",Japanese,Original title: Shingeki no Kyojin,88,9.1,4,"Jessie James Grelle,Bryce Papenbrook,Trina Nishimura,Yûki Kaji,Yui Ishikawa,Marina Inoue,Kishô Taniyama,Hiro Shimono,Clifford Chapin,Mike McFarland,Romi Park,Matthew Mercer,Jessica Calvello,Hiroshi Kamiya,Yoshimasa Hosoya,Yû Kobayashi,Robert McCollum,Ashly Burch","After his hometown is destroyed and is traumatized, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.",Attack on Titan,2013–2023
United States,,0,10,"Adventure,Drama,History,Back to top","English,Japanese",Original title: Shôgun,2,9.2,1 Season,"Hiroyuki Sanada,Cosmo Jarvis,Anna Sawai,Tadanobu Asano,Yûki Kedôin,Eushin Lee,Yuki Kura,Akiko Kobayashi,Hiroto Kanai,Hiromoto Ida,Moeka Hoshi,Yasunari Takeshima,Emi Kamito,Sen Mars,Jodai Suzuki,Tommy Bastow,Kengo Hashimoto,Takehiro Hira","When a mysterious European ship is found marooned in a nearby fishing village, Lord Yoshii Toranaga discovers secrets that could tip the scales of power and devastate his enemies.",Shōgun,2024
India,,54,10,"Biography,Crime,Drama,Back to top",Hindi,,"1,478",9.3,1 Season,"Pratik Gandhi,Shreya Dhanwanthary,Hemant Kher,Anjali Barot,Chirag Vohra,Brinda Trivedi,Jay Upadhyay,Kumkum Das,Faisal Rashid,Himanshu Kohli,Aakanksha Gade,Anant Mahadevan,Nikhil Dwivedi,Kavin Dave,Paresh Ganatra,Raghav Raj Kakker,Varun Kulkarni,K.K. Raina","The rise and fall of Harshad Mehta, a stockbroker who single-handedly took the stock market to great heights, is depicted.",Scam 1992: The Harshad Mehta Story,2020
United Kingdom,Mark Gatiss,28,15,"Crime,Drama,Mystery,Back to top",English,,203,9.1,4,"Benedict Cumberbatch,Martin Freeman,Una Stubbs,Rupert Graves,Louise Brealey,Mark Gatiss,Andrew Scott,Amanda Abbington,Jonathan Aris,Vinette Robinson,Tanya Moodie,Lindsay Duncan,Yasmine Akram,Sian Brooke,David Nellist,Simon Kunz,Wanda Ventham,Timothy Carlton","The quirky spin on Conan Doyle's iconic sleuth pitches him as a ""high-functioning sociopath"" in modern-day London. Assisting him in his investigations: Afghanistan War vet John Watson, who's introduced to Holmes by a mutual acquaintance.",Sherlock,2010–2017
United States,Bob Kane,23,85,"Animation,Action,Adventure,Back to top",English,,415,9.0,4,"Kevin Conroy,Loren Lester,Efrem Zimbalist Jr.,Bob Hastings,Robert Costanzo,Mari Devon,Mark Hamill,Richard Moll,Lloyd Bochner,Arleen Sorkin,John Vernon,Adrienne Barbeau,Brock Peters,Diane Pershing,Ingrid Oliu,Paul Williams,Neil Ross,Aron Kincaid",The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.,Batman: The Animated Series,1992–1995
United States,,30,10,"Documentary,History,War,Back to top",English,,"2,027",9.1,1 Season,"Peter Coyote,Huy Duc,James Willbanks,Duong Van Mai Elliott,Joachim Król,Josef Tratnik,Simon Roden,Hans-Gerd Kilbinger,Renate Fuhrmann,Ernst August Schepmann,Bernt Hahn,Robert Steudtner,Maximilian Hilbrand,John Musgrave,Phan Quang Tue,Karl Marlantes,Nguyen Ngoc,Bao Ninh",A comprehensive history of the United States' involvement in the bitterly divisive armed conflict in Southeast Asia.,The Vietnam War,2017
United States,,11,10,"Documentary,Biography,History,Back to top",English,,"1,444",9.1,1 Season,"Michael Jordan,Phil Jackson,Scottie Pippen,David Aldridge,Steve Kerr,Michael Wilbon,Deloris Jordan,Bill Wennington,Andrea Kremer,John Paxson,Dennis Rodman,Ahmad Rashad,Bob Costas,Rick Telander,Jerry Reinsdorf,David Stern,Sam Smith,B.J. Armstrong","Led by Michael Jordan, the 1990s Chicago Bulls establish themselves as one of the most notable dynasties in sports history.",The Last Dance,2020
Japan,Hiromu Arakawa,24,68,"Animation,Action,Adventure,Back to top",Japanese,Original title: Hagane no renkinjutsushi,600,9.1,1 Season,"Kent Williams,Iemasa Kayumi,Matthew Leonhart,Vic Mignogna,Romi Park,Muriel Hofmann,Lili Troncale,Rie Kugimiya,Maxey Whitehead,Travis Willingham,Shin'ichirô Miki,Colleen Clinkenbeard,Fumiko Orikasa,J. Michael Tatum,Kenta Miyake,Yûki Hayashi,Caitlin Glass,Monica Rial",Two brothers search for a Philosopher's Stone after an attempt to revive their deceased mother goes awry and leaves them in damaged physical forms.,Fullmetal Alchemist: Brotherhood,2009–2010
United States,Dan Harmon,23,74,"Animation,Adventure,Comedy,Back to top",English,,106,9.1,10,"Chris Parnell,Spencer Grammer,Sarah Chalke,Justin Roiland,Kari Wahlgren,Maurice LaMarche,Dan Harmon,Tom Kenny,Nolan North,Ryan Ridley,Brandon Johnson,Cassie Steele,Rob Schrab,Nick Reczynski,Ian Cardoni,Harry Belden,Keith David,Echo Kellum",The fractured domestic lives of a nihilistic mad scientist and his anxious grandson are further complicated by their inter-dimensional misadventures.,Rick and Morty,2013– 
United States,Rod Serling,51,156,"Drama,Fantasy,Horror,Back to top",English,,348,9.1,5,"Rod Serling,Robert McCord,Jay Overholts,James Turley,Vaughn Taylor,David Armstrong,Jack Klugman,Burgess Meredith,John Anderson,J. Pat O'Malley,Barney Phillips,George Mitchell,Cyril Delevanti,Jon Lormer,Bill Erwin,Nan Peterson,Lew Brown,S. John Launer","Ordinary people find themselves in extraordinarily astounding situations, which they each try to solve in a remarkable manner.",The Twilight Zone,1959–1964
Australia,Joe Brumm,7,173,"Animation,Family,Back to top",English,,312,9.4,3,"David McCormack,Melanie Zanetti,Ninthe van Schie,Brad Elliott,Dan Brumm,Myf Warhurst,Meg Washington,Chris Brumm,Daley Pearson,Frederique Sims,Emily Taheny,Richard Jeffery,Leigh Sales,Francis Stanton,Kelly Butler,Hamish Blake,Anthony Field,Joff Bush",The slice-of-life adventures of an Australian Blue Heeler Cattle Dog puppy as she has fun with her family and friends in everyday situations.,Bluey,2018– 
United Kingdom,,0,26,"Documentary,History,War,Back to top","English,German,French,Japanese",,"2,436",9.2,1 Season,"Laurence Olivier,Averell Harriman,Anthony Eden,Albert Speer,Siegfried Westphal,Lawrence Durrell,Wynford Vaughan-Thomas,Louis Mountbatten,J. Lawton Collins,Toshikazu Kase,Hans Kehrl,Kenneth Strong,Kay Summersby,Walter Warlimont,Francis de Guingand,Christabel Bielenberg,J.R. Colville,Ursula Gray","A groundbreaking 26-part documentary series narrated by the actor Laurence Olivier about the deadliest conflict in history, World War II.",The World at War,1973–1974
United Kingdom,,53,11,"Documentary,Family,Back to top",English,,,9.1,1 Season,"Oprah Winfrey,David Attenborough,Doug Allan,Roger Munns,Justine Evans,Barrie Britton,Kevin Flay,Michael Pitts,Stephen Lyle,Matthew Swarbrick,Nick Guy,Neil Lucas,Jonathan Smith,Doug Anderson,David Baillie,Adam Chapman,Martha Holmes,Rick Rosenthal",David Attenborough's legendary BBC crew explains and shows wildlife all over planet earth. From giving an overview of the challenges facing life to hunting the deep sea and various major evolutionary groups of creatures.,Life,2009
United States,,50,12,"Documentary,Back to top",English,,"2,289",9.3,2,David Attenborough,"Explores and unravels the mystery of how and why animals migrate, showing some of the most dramatic and compelling stories in the natural world through spectacular and innovative cinematography.",Our Planet,2019–2023
United States,David Benioff,55,74,"Action,Adventure,Drama,Back to top",English,,12,9.2,8,"Emilia Clarke,Peter Dinklage,Kit Harington,Lena Headey,Sophie Turner,Maisie Williams,Nikolaj Coster-Waldau,Iain Glen,John Bradley,Alfie Allen,Conleth Hill,Liam Cunningham,Gwendoline Christie,Aidan Gillen,Isaac Hempstead Wright,Rory McCann,Nathalie Emmanuel,Jerome Flynn","Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for a millennia.",Game of Thrones,2011–2019
United States,Ann Druyan,0,13,"Documentary,Back to top",English,,"4,149",9.3,1 Season,"Carl Sagan,Jaromír Hanzlík,Jonathan Fahn,Jean Charney,Cecilia White,Bob Hevelone,Bill Grant,Linda Morabito,Victor C. John,Arthur 'Lonne' Lane,Larry Soderblom,Alan Belod,Ronald A. Hilbert,Dana Hlavácová,Josef Vinklár",Astronomer Carl Sagan leads us on an engaging guided tour of the various elements and cosmological theories of the universe.,Cosmos,1980
United States,,17,13,"Documentary,Back to top",English,,"1,440",9.3,1 Season,"Neil deGrasse Tyson,Christopher Emerson,Keythe Farley,Piotr Michael,Enn Reitel,Stoney Emshwiller,André Sogliuzzo,Amanda Seyfried,Kirsten Dunst,Phil LaMarr,Paul Sorvino,Larry Cedar,Christiane Amanpour,Seth MacFarlane,Fred Tatasciore,Martin Jarvis,Glenn Steinbaum,Maria Frucci",An exploration of our discovery of the laws of nature and coordinates in space and time.,Cosmos: A Spacetime Odyssey,2014
United States,David Chase,55,86,"Crime,Drama,Back to top","English,Italian,Russian",,33,9.2,6,"James Gandolfini,Lorraine Bracco,Edie Falco,Michael Imperioli,Steven Van Zandt,Robert Iler,Tony Sirico,Jamie-Lynn Sigler,Dominic Chianese,Aida Turturro,Steve Schirripa,Drea de Matteo,Dan Grimaldi,Joseph R. Gannascoli,Sharon Angela,John Ventimiglia,Vincent Curatola,Frank Vincent","New Jersey mob boss Tony Soprano deals with personal and professional issues in his home and business life that affect his mental state, leading him to seek professional psychiatric counseling.",The Sopranos,1999–2007
United Kingdom,,4,7,"Documentary,Back to top",English,,"4,049",9.3,1 Season,"David Attenborough,Peter Drost,Roger Munns,Roger Horrocks","David Attenborough returns to the world's oceans in this sequel to the acclaimed documentary filming rare and unusual creatures of the deep, as well as documenting the problems our oceans face.",Blue Planet II,2017
United States,Michael Dante DiMartino,23,62,"Animation,Action,Adventure,Back to top",English,,23,9.3,3,"Dee Bradley Baker,Zach Tyler Eisen,Mae Whitman,Jack De Sena,Dante Basco,Michaela Jill Murphy,Mako,Grey Griffin,André Sogliuzzo,Cricket Leigh,Mark Hamill,Jennie Kwan,Olivia Hack,Greg Baldwin,Jim Meskimen,James Garrett,Jason Isaacs,James Sie","In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",Avatar: The Last Airbender,2005–2008
United States,David Simon,59,60,"Crime,Drama,Thriller,Back to top","English,Greek,Mandarin,Spanish",,98,9.3,5,"Dominic West,Lance Reddick,Sonja Sohn,Wendell Pierce,John Doman,Deirdre Lovejoy,Seth Gilliam,Domenick Lombardozzi,Clarke Peters,Andre Royo,Michael Kenneth Williams,Jim True-Frost,Frankie Faison,Corey Parker Robinson,Delaney Williams,J.D. Williams,Wood Harris,Idris Elba","The Baltimore drug scene, as seen through the eyes of drug dealers and law enforcement.",The Wire,2002–2008
United States,Craig Mazin,0,5,"Drama,History,Thriller,Back to top","English,Russian,Ukrainian",,202,9.3,1 Season,"Jessie Buckley,Jared Harris,Stellan Skarsgård,Adam Nagaitis,Emily Watson,Paul Ritter,Robert Emms,Sam Troughton,Karl Davies,Michael Socha,Laura Elphinstone,Jan Ricica,Adrian Rawlins,Alan Williams,Con O'Neill,Douggie McMeekin,Nadia Clifford,David Dencik","In April 1986, the city of Chernobyl in the Soviet Union suffers one of the worst nuclear disasters in the history of mankind. Consequently, many heroes put their lives on the line in the following days, weeks and months.",Chernobyl,2019
United Kingdom,,54,10,"Drama,History,War,Back to top","English,Dutch,French,German,Lithuanian",,80,9.4,1 Season,"Scott Grimes,Damian Lewis,Ron Livingston,Shane Taylor,Donnie Wahlberg,Peter Youngblood Hills,Matthew Leitch,Nicholas Aaron,Philip Barantini,Michael Cudlitz,Dexter Fletcher,Rick Gomez,James Madio,Ross McCall,Doug Allen,George Calil,Nolan Hemmings,Robin Laing","The story of Easy Company of the U.S. Army 101st Airborne Division and their mission in World War II Europe, from Operation Overlord to V-J Day.",Band of Brothers,2001
